"genus"	"0_Sal"	"0_SubG"	"0_SupG"	"0_T"	"21_Sal"	"21_SubG"	"21_SupG"	"21_T"
"d__Bacteria; p__NB1-j; c__NB1-j; o__NB1-j; f__NB1-j; g__NB1-j"	0	1.28349109578052e-05	0	0	0	4.77230156173569e-06	0	1.57903047528817e-05
"d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__LS-NOB"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__Nitrospina"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__uncultured"	0	1.06957591315044e-05	0	0	0	0	0	0
"d__Bacteria; p__Nitrospirota; c__Nitrospiria; o__Nitrospirales; f__Nitrospiraceae; g__Nitrospira"	0	0	0	0	0	0	0	1.89483657034581e-05
"d__Bacteria; p__Nitrospirota; c__Thermodesulfovibrionia; o__uncultured; f__uncultured; g__uncultured"	0	0	8.3984210968338e-06	0	0	0	0	0
"d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__Absconditabacteriales_(SR1); f__Absconditabacteriales_(SR1); g__Absconditabacteriales_(SR1)"	0.000290967157788472	8.59604997115503e-05	8.05942258988457e-05	0.000200988236251453	0.000567433914093505	0.000400365125673967	0.00031355903208672	0.000212673170338627
"d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__Gracilibacteria; f__Gracilibacteria; g__Gracilibacteria"	2.01694730633803e-05	4.15613848256858e-05	6.69457345130814e-05	0	0	1.30234242243936e-05	3.28977005039943e-05	0
"d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__JGI_0000069-P22; f__JGI_0000069-P22; g__JGI_0000069-P22"	0	8.4168504484825e-05	0.000145882677728979	5.0224755782125e-06	8.710504776934e-05	0.000256559411674827	0.000396839340256484	2.5559446501126e-05
"d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__Saccharimonadaceae; g__Candidatus_Saccharimonas"	0	0	8.3984210968338e-06	0	0	0	0	0
"d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__Saccharimonadaceae; g__Saccharimonadaceae"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__Saccharimonadaceae; g__TM7a"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__Saccharimonadaceae; g__TM7x"	0	0	0	0	0	5.32545166486933e-06	0	0
"d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__Saccharimonadales; g__Saccharimonadales"	0	0	0	0	0	0	0	0
"d__Bacteria; p__PAUC34f; c__PAUC34f; o__PAUC34f; f__PAUC34f; g__PAUC34f"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Planctomycetota; c__BD7-11; o__BD7-11; f__BD7-11; g__BD7-11"	0	0	0	0	0	0	4.94798431488972e-06	0
"d__Bacteria; p__Planctomycetota; c__OM190; o__OM190; f__OM190; g__OM190"	0	0	0	1.98339226291564e-05	0	0	0	3.47386704563398e-05
"d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__CCM11a; f__CCM11a; g__CCM11a"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__MSBL9; f__4572-13; g__4572-13"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__MSBL9; f__SG8-4; g__SG8-4"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Phycisphaerales; f__Phycisphaeraceae; g__CL500-3"	0	3.06901446273066e-05	0	0	0	0	0	0
"d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Phycisphaerales; f__Phycisphaeraceae; g__Phycisphaera"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Phycisphaerales; f__Phycisphaeraceae; g__SM1A02"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Phycisphaerales; f__Phycisphaeraceae; g__uncultured"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Phycisphaerales; f__Phycisphaeraceae; g__Urania-1B-19_marine_sediment_group"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Planctomycetota; c__Pla3_lineage; o__Pla3_lineage; f__Pla3_lineage; g__Pla3_lineage"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Gemmatales; f__Gemmataceae; g__uncultured"	0	0	0	0	0	3.11890838206628e-05	0	0
"d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Isosphaerales; f__Isosphaeraceae; g__Tundrisphaera"	0	0	0	0	0	0	0	8.9267382591075e-06
"d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Isosphaerales; f__Isosphaeraceae; g__uncultured"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__Blastopirellula"	0	1.92616408119584e-05	0	6.30286528255745e-06	0	0	0	0
"d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__Bythopirellula"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__Candidatus_Anammoximicrobium"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__p-1088-a5_gut_group"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__Pir4_lineage"	0	3.83626807841332e-05	0	0	0	0	0	0
"d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__Rhodopirellula"	0	0	9.26080272638032e-06	7.12174625218104e-06	0	0	0	0
"d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__Rubripirellula"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__uncultured"	0	4.60352169409598e-05	0	0	0	0	0	9.47418285172904e-06
"d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Planctomycetales; f__Gimesiaceae; g__uncultured"	0	1.06957591315044e-05	5.55648163582819e-06	0	0	0	0	0
"d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Planctomycetales; f__Rubinisphaeraceae; g__Fuerstia"	0	0	0	2.70626357582879e-05	0	0	0	0
"d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Planctomycetales; f__Rubinisphaeraceae; g__Planctomicrobium"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Planctomycetales; f__Rubinisphaeraceae; g__Rubinisphaera"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Planctomycetales; f__Rubinisphaeraceae; g__SH-PL14"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Planctomycetales; f__Rubinisphaeraceae; g__uncultured"	0	6.41745547890261e-06	0	0	0	1.24756335282651e-05	0	0
"d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Planctomycetales; f__uncultured; g__uncultured"	0	2.60408314451576e-05	0	0	0	0	0	0
"d__Bacteria; p__Planctomycetota; c__vadinHA49; o__vadinHA49; f__vadinHA49; g__vadinHA49"	0	2.01804594498042e-05	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae; g__Acidiphilium"	0	0	0	0	0	0	0	1.60681288663935e-05
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae; g__Endobacter"	0	3.17090378685185e-06	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae; g__Neokomagataea"	0	0	0	0	0	0	0	1.31233595800525e-05
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae; g__Roseomonas"	0	3.83626807841332e-05	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae; g__Saccharibacter"	0	0	0	0	0	0	9.24872598799515e-06	0
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Brevundimonas"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Caulobacter"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Phenylobacterium"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__uncultured"	0	0	0	0	0	0	0	5.3560429554645e-06
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Hyphomonadaceae; g__Hirschia"	0	0	8.49419209615425e-06	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Hyphomonadaceae; g__Hyphobacterium"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Hyphomonadaceae; g__Litorimonas"	0	4.60352169409598e-05	9.65670416686785e-06	4.9255017854944e-06	0	0	0	2.38127865994446e-05
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Hyphomonadaceae; g__SWB02"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Hyphomonadaceae; g__UKL13-1"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__uncultured; g__uncultured"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Defluviicoccales; f__uncultured; g__uncultured"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Kiloniellales; f__Kiloniellaceae; g__Limibacillus"	0	0	0	3.21215479373951e-06	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Kiloniellales; f__Kiloniellaceae; g__Pelagibius"	0	0	1.11978947957784e-05	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Kiloniellales; f__Kiloniellaceae; g__uncultured"	0	8.55660730520349e-06	9.65670416686785e-06	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Kordiimonadales; f__uncultured; g__uncultured"	0	2.30176084704799e-05	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Micavibrionales; f__Micavibrionaceae; g__uncultured"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Micavibrionales; f__uncultured; g__uncultured"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Parvibaculales; f__OCS116_clade; g__OCS116_clade"	0	7.67253615682664e-05	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Puniceispirillales; f__Puniceispirillales; g__Puniceispirillales"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Puniceispirillales; f__SAR116_clade; g__SAR116_clade"	0	3.83626807841332e-05	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__1174-901-12"	0	0	0	0	0	0	0	1.60681288663935e-05
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__Bosea"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__Methylobacterium-Methylorubrum"	0	0	0	0	0	0	0	4.82043865991805e-05
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__Roseiarcus"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Devosiaceae; g__Devosia"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Filomicrobium"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Hyphomicrobium"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__KF-JG30-B3; g__KF-JG30-B3"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methyloligellaceae; g__uncultured"	0	6.13802892546131e-05	0	6.3390939849922e-06	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Ahrensia"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Aurantimonas"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Cohaesibacter"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Pseudahrensia"	0	0	1.54736483768143e-05	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Shinella"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Rhodopseudomonas"	0	4.27830365260174e-06	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Amaricoccus"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Amylibacter"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Boseongicola"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Limibaculum"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Litoreibacter"	0	0	4.38079134266604e-05	2.27895880069793e-05	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Marivita"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Octadecabacter"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Rubellimicrobium"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Sulfitobacter"	0	0	1.60945069447797e-05	0	0	0	0	9.47418285172904e-06
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__uncultured"	0	0	0	0	0	0	0	1.26322438023054e-05
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Yoonia-Loktanella"	0	0	0	4.81823219060926e-06	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__AEGEAN-169_marine_group; g__AEGEAN-169_marine_group"	0	0	0	0	0	0	0	4.96197883716026e-06
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Magnetospiraceae; g__uncultured"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__uncultured; g__uncultured"	1.82742276283479e-05	8.38022142099403e-05	4.33035404974711e-05	1.15180833909237e-05	0	0	6.14864345553762e-06	0
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__Mitochondria"	0	3.07668432335471e-05	2.83139736538475e-06	9.63646438121853e-06	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__SAR11_clade; f__Clade_I; g__Clade_Ia"	0	0.000337591590900372	0	0	0	0	0	9.92395767432052e-06
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__SAR11_clade; f__Clade_I; g__Clade_Ib"	0	0	0	2.03198931754187e-05	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__SAR11_clade; f__Clade_I; g__uncultured"	0	0	1.11978947957784e-05	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__SAR11_clade; f__Clade_II; g__Clade_II"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__SAR11_clade; f__Clade_III; g__Clade_III"	0	0	0	0	0	1.55945419103314e-05	0	0
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium"	0	2.30943070767204e-05	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Parablastomonas"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Polymorphobacter"	0	0	0	0	0	0	0	1.24974335627505e-05
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium"	0	0	0	7.9993600511959e-06	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas"	0	0	0	1.14204538647407e-05	0	0	0	8.2125991983789e-05
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingorhabdus"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Tistrellales; f__Geminicoccaceae; g__uncultured"	0	0	2.83139736538475e-06	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__uncultured; f__uncultured; g__uncultured"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Succinivibrionaceae; g__Anaerobiospirillum"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Succinivibrionaceae; g__Ruminobacter"	0	2.30176084704799e-05	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Succinivibrionaceae; g__Succinivibrio"	0	0	0	1.12425417780883e-05	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae; g__Alteromonas"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae; g__Glaciecola"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Colwelliaceae; g__Colwellia"	0	1.53450723136533e-05	9.65670416686785e-06	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Colwelliaceae; g__Thalassotalea"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Pseudoalteromonadaceae; g__Pseudoalteromonas"	0	0.000429662024782292	9.65670416686785e-06	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Arenicellales; f__Arenicellaceae; g__Arenicella"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__AT-s2-59; f__AT-s2-59; g__AT-s2-59"	0	0	0	0	0	0	0	9.47418285172904e-06
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__B2M28; f__B2M28; g__B2M28"	0	6.41745547890261e-06	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__BD7-8; f__BD7-8; g__BD7-8"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Achromobacter"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Lautropia"	0.00218408686784287	0.028728465252663	0.0466386210080093	0.000191042722801957	0.00275735094275659	0.00936435498312099	0.0148118721200693	0.000355871709745147
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Limnobacter"	0	0	0	0	0	0	0	8.9267382591075e-06
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Polynucleobacter"	0	0	0	0	0	4.36647173489279e-05	0	0
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Chromobacteriaceae; g__Crenobacter"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Aquabacterium"	0	0	9.90989077884663e-06	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Comamonas"	1.82742276283479e-05	1.56695414248435e-05	6.40892399362572e-05	0	0.000114197153228109	6.20399203025639e-05	4.91683922881268e-05	0
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Inhella"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Rhodoferax"	0	0	0	0	0	0.000140350877192982	0	0
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__uncultured"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Variovorax"	0	5.37077530977865e-05	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Gallionellaceae; g__Sideroxydans"	0	0	0	0	0	3.74269005847953e-05	0	0
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Hydrogenophilaceae; g__Thiobacillus"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Hydrogenophilaceae; g__uncultured"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Methylophilaceae; g__Candidatus_Methylopumilus"	0	0	0	0	0	6.54970760233918e-05	0	0
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Methylophilaceae; g__Methylotenera"	0	7.77453838678328e-06	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Methylophilaceae; g__MM2"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Neisseriaceae; g__Alysiella"	0.000374492684477134	5.78071809364763e-05	0	0.000140463840341763	0.000250997613946335	0	0	6.70798507253815e-05
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Neisseriaceae; g__Eikenella"	0.000261379871938862	0.00420729001510074	0.00497681082402843	0.000101265871141403	0.00111764849032393	0.00534004933993587	0.00844154930439707	0.00048930880357222
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Neisseriaceae; g__Kingella"	0.000116532301784568	0.00893314832376236	0.0088326477077055	0	0.000374678761902142	0.00290596570309096	0.00527447733716528	6.25398674060533e-05
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Neisseriaceae; g__Neisseria"	0.105139054135204	0.0958445856511999	0.128185284433764	0.10053954593901	0.100869772954299	0.0223074568328669	0.04964682746555	0.0659427421373581
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Neisseriaceae; g__Simonsiella"	0.000106640774179178	0	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Neisseriaceae; g__Snodgrassella"	0	0	0	0	5.41023074634133e-06	0	0	5.52699939203007e-06
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Neisseriaceae; g__uncultured"	1.25442970489541e-05	0	0	3.99968002559795e-06	1.23374540429837e-05	0	0	0
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Nitrosomonadaceae; g__Ellin6067"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Nitrosomonadaceae; g__IS-44"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Nitrosomonadaceae; g__Nitrosomonas"	0	3.83626807841332e-05	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__[Aquaspirillum]_arcticum_group"	0	0	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Duganella"	0	3.06901446273066e-05	0	0	0	0	0	0
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Massilia"	0	0	0	0	0	0	0	7.141390607286e-06
"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Rhodocyclaceae; g__Candidatus_Accumulibacter"	0	0	0	0	0	0	0	0
